name,address,phone,website,email,instagram,cuisine,opening_hours,lat,lon,osm_id
Trattoria Totò,Amsterdam,,http://www.trattoriatoto.nl/,,,italian,,52.3623193,4.8753654,2411543478
Tuin van Zuid,"Karperweg 1, 1075LA, Amsterdam",+31 20 679 1318,http://tuinvanzuid.nl/,info@tuinvanzuid.nl,,,Mo-Su 17:00-23:00,52.3485973,4.8570801,2412984319
Teds place,"Bosboom Toussaintstraat 60-H, 1054AV, Amsterdam",,https://teds-place.nl/,,,burger,,52.3652991,4.8747733,2414357179
Gertrude,"Bosboom Toussaintstraat 28, 1054AS, Amsterdam",,https://gertrudeamsterdam.nl,,,,,52.3656985,4.8761574,2414357181
Pastis,"Eerste Constantijn Huygensstraat 15, 1054BP, Amsterdam",,https://www.pastisamsterdam.nl,,,french,,52.364907,4.8744261,2414357187
Baut oost,"Wibautstraat 125, 1091GL, Amsterdam",+31 20 210 3011,https://bautoost.nl/,,,,"Su-Th 11:00-01:00, Fr,Sa 11:00-03:00",52.354594,4.9126544,2415203521
Kamasutra,"Lange Niezel 9, 1012GS, Amsterdam",+31 20 626 0003,https://www.restaurantkamasutra.nl,info@restaurantkamasutra.nl,@restaurantkamasutra,indian;indonesian,We-Su 16:00-23:00,52.3751045,4.898485,2415573533
Fook Sing,Amsterdam,,,,,chinese,,52.3605005,4.9404185,2420278547
Silk Road Kebab House,"Insulindeweg 513, Amsterdam",,https://www.silkroadkebab.nl/,,,uyghur,We-Mo 12:00-22:00,52.36192,4.9401627,2420278553
Strangelove,Amsterdam,,https://www.lab111.nl/strangelove/,,,,,52.3635226,4.8672763,2421175363
Hap Hmm,"Eerste Helmersstraat 33, Amsterdam",+31 20 770 8924,https://www.hap-hmm.nl/,,@haphmm,dutch,Mo-Fr 17:00-21:15,52.3636692,4.8762231,2423864348
The Bab,"Eerste Constantijn Huygensstraat 41, 1054BR, Amsterdam",,,,,,,52.3641171,4.8746661,2423888959
Drovers dog,"Eerste Atjehstraat 62, 1094KP, Amsterdam",,http://drovers-dog.com/,,,,"We-Fr 10:00-16:00; Sa,Su 10:00-17:00",52.3624869,4.9348568,2426599349
De Pizzabakkers To Go,"Leliegracht 34, 1015DG, Amsterdam",,https://www.depizzabakkers.nl,,,pizza,Mo-Su 12:00-22:00,52.3753539,4.8865459,2429444887
Dionysos Taverna,"Overtoom 176, 1054HR, Amsterdam",,,,,greek,,52.3622131,4.872408,2429947225
Bar Lusconi,"Mercatorplein 2-B, 1057CB, Amsterdam",,https://www.barlusconi.nl/,,@cafezurichamsterdam,italian,"Su-Th 10:00-00:00; Fr,Sa 10:00-01:00",52.3693957,4.8509981,2433889361
Vegan Sushi Bar,"Kinkerstraat 83, 1053DH, Amsterdam",,,,,sushi,Mo-Su 12:00-21:00,52.3668829,4.8713845,2441927947
Paon Bali,"Levantplein 84, 1019MB, Amsterdam",,,,,,We-Sa 17:30-20:30,52.3769828,4.9433629,2452217939
Pancakes Amsterdam,"De Ruijterkade 35, 1012AA, Amsterdam",,,,,,,52.3805448,4.9000257,2462650332
Yogya,"Johan Huizingalaan 142, 1065JG, Amsterdam",+31 20 615 2704,,,,indonesian,,52.3596125,4.8266758,2503228093
Floreyn,"Albert Cuypstraat 31, 1072CL, Amsterdam",,https://restaurantfloreyn.nl,,,regional,,52.3547401,4.8878122,2505936657
Locals Coffee,"Eerste Jacob van Campenstraat 27, 1072BC, Amsterdam",,https://www.localscoffee.nl/,,,breakfast,Mo-Fr 08:00-16:00; Sa-Su 08:00-17:00,52.3575639,4.8890537,2505967266
ecole,Amsterdam,,,,,,,52.3568454,4.8917232,2506022419
Venster 33,"Eerste Van der Helststraat 42, 1072NV, Amsterdam",,https://www.venster33.nl/,info@venster33.nl,@venster33,,Mo-Th 16:00-01:00; Fr 16:00-03:00; Sa 11:00-03:00; Su 11:00-01:00,52.3565111,4.8924627,2506027859
Qlique,"Quellijnstraat 104, 1072XZ, Amsterdam",+31 20 670 0736,https://bistro-qlique.nl/,info@bistro-qlique.nl,@qlique.amsterdam,,Mo-Th 18:00-00:00; Fr-Sa 16:00-03:00,52.3566003,4.8921411,2506027860
Caffè Pico,"Ferdinand Bolstraat 72-H, 1072LM, Amsterdam",,https://caffepico.com,,,,,52.3551935,4.8899995,2506045200
Soju Bar,"Ferdinand Bolstraat 13-15, 1072LA, Amsterdam",,https://sojubar.nl/amsterdam/,,,korean,,52.3564166,4.8907503,2506047393
The Seafood Bar,"Ferdinand Bolstraat 32-H, 1072LK, Amsterdam",,https://www.theseafoodbar.com/,,,,Mo-Th 17:00-23:00; Fr-Su 12:00-23:00,52.3564584,4.8904668,2506047855
Sari Citra,"Ferdinand Bolstraat 52-H, 1072LL, Amsterdam",,https://www.saricitra.nl,,,asian,,52.3557906,4.8903571,2506051482
Spang Makandra,"Gerard Doustraat 33-H, 1072VK, Amsterdam",,https://www.spangmakandra.nl/,,,surinamese,,52.3553531,4.889652,2506067250
Moksi,"Ferdinand Bolstraat 21, 1072LB, Amsterdam",,http://www.moksi.nl,,,asian,,52.3561034,4.89072,2506067253
Brut de Mer,"Gerard Douplein 8, Amsterdam",+31 20 471 4099,https://brutdemer.nl,brutdemer@gmail.com,,seafood,Mo-Th 16:00-06:00; Fr-Su 13:00-06:00,52.355762,4.8925635,2506067900
Brasserie SenT,"Saenredamstraat 39, Amsterdam",+31 20 676 2495,,,,,,52.3558124,4.8890004,2506076504
Da Portare Via,"Frans Halsstraat 63, 1072BM, Amsterdam",,http://daportarevia.nl,,,pizza,,52.3559435,4.8888207,2506079504
Orontes,"Albert Cuypstraat 40-42, 1072CV, Amsterdam",,https://orontes.nl/,,,turkish,,52.3545108,4.8886773,2506083753
Auberge,"Albert Cuypstraat 58-H, 1072CV, Amsterdam",+31 20 845 20 05,https://www.aubergeamsterdam.nl/auberge,info@aubergeamsterdam.nl,@auberge_amsterdam,french,"Mo-Su 12:00-14:00, 17:30+",52.3546442,4.8892619,2506092429
Albina,"Albert Cuypstraat 69, 1072CN, Amsterdam",,https://www.albina-amsterdam.nl/,,,surinamese;chinese,,52.3549752,4.8896402,2506116240
Monte Verde,"Albert Cuypstraat 15-17, 1072CK, Amsterdam",,https://www.restaurantmonteverde.nl/,,,italian,,52.3547524,4.8872973,2506116244
Arles,"Govert Flinckstraat 251, 1073BX, Amsterdam",+31 20 679 8240,https://www.arles-amsterdam.nl,info@arles-amsterdam.nl,,french,Mo-Su 17:30+,52.3563227,4.8980852,2506127773
Samuel's,"Tweede Jan Steenstraat 1, 1073VK, Amsterdam",,,,,,,52.3556155,4.8982139,2506128645
101 Gowrie,"Govert Flinckstraat 326-hs, 1073CJ, Amsterdam",,,,,,"We-Sa,PH 18:00-23:30",52.356516,4.8994727,2506130181
Trattoria l'Angoletto,"Hemonystraat 18, 1074BP, Amsterdam",,,,,italian;pizza,Th-Su 18:00-22:00,52.357297,4.902082,2506133343
Vamos a Ver,"Govert Flinckstraat 308, 1073CJ, Amsterdam",,https://www.vamosaver.nl,,,spanish,,52.3563096,4.8987826,2506134815
De pizzakamer,"Tweede Van der Helststraat 16, 1072PD, Amsterdam",+31 20 221 1457,https://www.pizzakamer.nl/,info@pizzakamer.nl,,pizza,Mo-Su 17:00-22:00,52.3524311,4.8946789,2506146374
La Nostra Gigi,"Marie Heinekenplein 5-8, 1072MH, Amsterdam",,,,,,,52.3573485,4.891505,2506386115
Sol El Luna,"Ferdinand Bolstraat 158, 1072LT, Amsterdam",,https://solelluna.nl/,,,tapas,,52.3520124,4.8912007,2506636566
Romio's Taverna,"Ceintuurbaan 350, 1072GP, Amsterdam",+31 20 675 4324,https://www.romiostaverna.com/,info@romiostaverna.com,@romiostaverna,greek,Tu-Sa 12:00-21:00; Su 14:00-21:00,52.3530525,4.8943669,2506660247
Takumi Ramen,"Scheldestraat 1, 1078GD, Amsterdam",+31 20 2386071,https://takumiramennoodles.com/nl/amsterdam-rivierenbuurt/,takumi2@ramenkitchen.nl,@takumiramenamsterdam,asian;japanese;ramen,Mo 12:00-21:30; We-Sa 12:00-21:30; Su 12:00-21:00,52.3478993,4.89153,2507085781
Mozo,"Van Woustraat 89, 1074AE, Amsterdam",,https://www.restaurantmozo.nl,,,,,52.354565,4.9016793,2507157037
Annavilaas,"Van Woustraat 117-119, 1074AH, Amsterdam",+31 20 786 4739,https://www.annavilaas.com/nl/,,,indian,,52.3536801,4.9023728,2507159711
Maris Piper Brasserie,"Frans Halsstraat 76, 1072BV, Amsterdam",,https://www.bredagroup-amsterdam.com/restaurant-maris-piper/,,,french,,52.3556713,4.888436,2508437585
Juuls,"Albert Cuypstraat 19, 1072CK, Amsterdam",,http://www.restaurantjuuls.nl,,,,,52.3547449,4.8874016,2509600417
Le Restaurant,"Tweede Jan Steenstraat 3, 1073VK, Amsterdam",,https://www.lerestaurant.nl,,,,,52.3556536,4.8983333,2509618306
La Vida Argentinian Steakhouse,"Zeedijk 97, 1012AT, Amsterdam",,,,,argentinian,,52.3740475,4.9003906,2524864843
Warie's Thai Food,"Rozengracht 235, 1016NA, Amsterdam",+31 20 622 3638,https://wariesthaifood.nl/,,,thai,,52.3722133,4.8765783,2531817767
Apostrof,"Planciusstraat 49, Amsterdam",,,,,,,52.386492,4.88492,2574757257
Floor 17,Amsterdam,,http://www.floorseventeen.nl/,,,,"Su-Th 10:00-24:00, Fr,Sa 10:00-01:00",52.368119,4.8441167,2600983668
Cafe de Prins,Amsterdam,,,,,,,52.3761561,4.8840094,2610881750
Café De Klos,"Kerkstraat 41-43, 1017GB, Amsterdam",+31 20 625 3730,https://dekloscafe.wordpress.com,,,barbecue,"Mo-Th 16:00-23:00; Fr,Sa 14:00-23:00; Su 14:00-22:00",52.3653542,4.8856662,2626432820
Verlan,"Prinsengracht 381, 1016HL, Amsterdam",,https://www.cafeverlan.com,,,,"Mo-Th 18:00-01:00; Fr-Su 12:00-15:00,18:00-01:00",52.3715796,4.8832081,2626494421
La Perla,"Tweede Tuindwarsstraat 14, 1015RZ, Amsterdam",,https://pizzaperla.nl,,,pizza,Mo-Su 17:00-22:00,52.3770366,4.881768,2631200752
Libertine Petit Cafe,"Noordermarkt 4, 1015MV, Amsterdam",,https://www.libertine.amsterdam,,,,"We-Sa 09:00-24:00; Su,Mo 09:00-18:00",52.3801502,4.8876166,2631625103
Café Van Puffelen,"Prinsengracht 375-377, 1016HL, Amsterdam",+31 20 624 6270,https://www.restaurantvanpuffelen.com,,,,,52.3716857,4.8832208,2634175001
Sushito,"Eerste Van der Helststraat 74-H, 1072NZ, Amsterdam",,,,,sushi,11:30-21:30,52.3547583,4.8933578,2638450394
Thrill Grill,"Gerard Doustraat 98, 1072VX, Amsterdam",,https://thrillgrill.nl/,,,burger,,52.3557472,4.8924763,2641085732
Le 4 Stagioni,"Johannes Verhulststraat 32, 1071NE, Amsterdam",+31 20 662 0071,https://www.le4stagioni.nl/,info@le4stagioni.nl,,italian,Su-Th 17:00-22:00; Fr-Sa 17:00-23:00,52.3555256,4.8754197,2641587834
Renato's pizzeria,Amsterdam,,https://renatos.nl,,,pizza,,52.3512033,4.8945419,2647227085
Cafe Kadijk,"Kadijksplein 5, 1018AB, Amsterdam",+31 6 17744411,https://www.cafekadijk.nl/,,,indonesian,Mo-Su 17:00-01:00,52.3701143,4.9121073,2708542899
Lucky House,"Willemsstraat 22, 1015JD, Amsterdam",+31 20 620 9295,https://lucky-house.nl/,,,chinese,Th-Tu 12:00-21:30; We off,52.3814204,4.8852774,2720812936
Tapas Cafe Duende,"Lindengracht 62, 1015KJ, Amsterdam",+31 20 244 3653,https://www.cafe-duende.nl,,,spanish,Mo-Fr 17:00-24:00; Sa 13:00-24:00; Su 15:00-24:00,52.3805948,4.8861605,2720815552
Gossler & Florin,"Lindengracht 90-H, 1015KK, Amsterdam",+31 6 1594 6271,https://www.brasseriegf.com/,,@brasseriegf,,"Th 17:30-24:00, Fr 17:30-01:00, Sa,Su 12:30-01:00, Mo 17:30-24:00",52.3805171,4.8856647,2720816643
Hummus Bistro D&A,"Westerstraat 136, 1015MP, Amsterdam",+31 20 341 6487,https://dna-hummusbistro.com,info@dna-hummusbistro.com,,lebanese;turkish,"We,Th,Su,Mo 12:00-21:00; Fr,Sa 12:00-22:00",52.3784324,4.8826599,2720874235
Shahjahan Indian restaurant,"Eerste Anjeliersdwarsstraat 18, 1015NR, Amsterdam",,,,,indian,,52.3779678,4.8834292,2720877649
OSAKAsan,"Tweede Egelantiersdwarsstraat 24A, 1015SC, Amsterdam",+31 20 320 4447,,,,japanese,We-Mo 12:00-22:00,52.3764435,4.8821689,2720880868
Omelegg,"Westerstraat 30-H, 1015MK, Amsterdam",+31 20 782 0007,https://omelegg.com,,,,Mo-Fr 07:00-16:00; Sa-Su 08:00-16:00,52.3789055,4.8853349,2720882408
Hinata,"Westerstraat 40-H, 1015MK, Amsterdam",+31 20 215 9392,https://www.hinataamsterdam.nl,,,ramen,Mo-Sa 12:00-22:00; Su off,52.3788579,4.8850906,2720883968
Assaggi,"Tweede Egelantiersdwarsstraat 6, 1015SC, Amsterdam",,,,,italian_pizza,,52.3768248,4.8819791,2720887312
La Maschera,"Tweede Anjeliersdwarsstraat 6-H, 1015NT, Amsterdam",+31 20 786 4652,https://lamaschera.nl/,,,italian,Tu-Su 17:00-22:30+; Mo off,52.3778106,4.881397,2720887376
Salvatorica,"Lijnbaansgracht 71, 1015GX, Amsterdam",+31 20 758 0619,https://salvatorica.business.site,,,italian,Mo off; Tu-Fr 17:30-22:00; Sa 12:00-22:00; Su 13:00-22:00,52.3768609,4.8788892,2720889159
Sins of Sal,"Westerstraat 86-H, 1015MN, Amsterdam",,https://www.sinsofsal.nl/,,,,Su-Th 18:00-24:00; Fr-Sa 18:00-02:00,52.3786807,4.8839936,2720890857
Café P96,"Prinsengracht 96-H, 1015DZ, Amsterdam",+31 20 622 1864,http://p96.nl,,,,"Su-Fr 12:00-03:00, Sa 12:00-04:00",52.3770744,4.8848886,2720891656
Thaise Afhaal Dong Son,"Rozengracht 22, 1016NC, Amsterdam",+31 20 233 9439,https://thaisafhaalrestaurantdongson.nl/,,,thai,12:00-20:00; We closed,52.3738723,4.8819925,2720971582
Box Sociaal,"Bloemgracht 47, 1016KD, Amsterdam",+31 20 280 5578,https://www.boxsociaal.com,,,,"Th-Mo 09:00-15:45, Fr-Sa 17:00-22:00",52.3746969,4.8814692,2720972543
I Love Sushi & Poké Bowl: Amsterdam Centrum,"Haarlemmerdijk 2, 1013JC, Amsterdam",,https://ilovesushi.nl/location/i-love-sushi-amsterdam-centrum-2/,,,sushi,,52.3816816,4.8890993,2721296699
The Breakfast Club,"Haarlemmerplein 31-H, 1013HR, Amsterdam",,https://thebreakfastclub.nl/,,,,Mo-Su 08:00-18:00,52.3845801,4.882913,2721298254
Calisto,"Haarlemmerdijk 61, 1013KB, Amsterdam",,https://www.calistoamsterdam.nl/,,@calisto.ams,italian,"Mo-Fr 18:00-00:00; Sa-Su 13:00-15:30, 18:00-00:00",52.3823801,4.8875063,2721299549
Rue la Bastille,"Haarlemmerdijk 66-H, 1013JE, Amsterdam",,https://www.ruelabastille.nl,,,mediterranean,Mo-Su 12:00-20:30,52.3826224,4.8874638,2721299615
Seasons Restaurant,"Herenstraat 16-2, 1015CA, Amsterdam",,https://www.seasonsrestaurant.nl/,,,international,"Mo,We-Fr 16:00-22:00; Sa,Su 12:00-22:00",52.3771918,4.8890188,2721355184
Linguini,"Herenstraat 22-H, 1015CB, Amsterdam",,https://linguini.nl,,,italian,,52.3772628,4.8888271,2721356639
Momenti,"Herenstraat 25-H, 1015BZ, Amsterdam",,https://momenti-italiancuisine.nl,,,,,52.3771897,4.8886074,2721358076
Chez Georges,"Herenstraat 3-H, 1015BX, Amsterdam",,https://chez-georges.nl,,,,,52.3769675,4.8892706,2721358653
Breda,"Singel 210, 1016AB, Amsterdam",+31 20 622 5233,https://bredagroup-amsterdam.com,,,international,,52.3738307,4.8885781,2721472824
Pat's Poffertjes,"Oude Leliestraat 7, 1016BD, Amsterdam",,,,,,,52.3746328,4.8886178,2721472967
Habsburg,"Stromarkt 1-H, 1012SW, Amsterdam",,,,,regional,,52.3787473,4.8944988,2721518009
Flame Steakhouse,"Martelaarsgracht 10, 1012TP, Amsterdam",+31 20 707 4565,,,,american,,52.3780859,4.8966526,2721518038
Singel,"Singel 101-H, 1012VG, Amsterdam",+31 20 771 0915,https://www.singel101.nl/,,,,"Tu-Fr ""on request""; Sa-Su 13:00-17:00",52.3758577,4.8912919,2721518184
Savini,"Spuistraat 1D-1, 1012SP, Amsterdam",,,,,italian,,52.3773426,4.8946958,2721521341
Il Pacioccone,"Koggestraat 1K, 1012TA, Amsterdam",+31 20 341 9099,,,,italian,"Mo,We-Su 17:00-23:00; Tu off",52.3774814,4.8937331,2721521351
Joselito Tapas,"Nieuwendijk 2, 1012MK, Amsterdam",,https://joselito.nl/,,,spanish,,52.3787879,4.8946403,2721521381
Las Tapas,"Martelaarsgracht 26, 1012TR, Amsterdam",,,,,spanish,,52.3779394,4.8959275,2721521690
Van Speyk,"Spuistraat 3-A, 1012SP, Amsterdam",,https://vanspeyk.amsterdam/,,,,,52.3773168,4.8946522,2721521804
London Bridge,"Nieuwezijds Voorburgwal 36, 1012SB, Amsterdam",,https://www.londonbridge.nl/,,,,,52.3768536,4.8941772,2721521925
Gringo,"Nieuwendijk 38-H, 1012ML, Amsterdam",,,,,,,52.3780815,4.8955288,2721521965
Joya,"Spuistraat 3G, 1012SP, Amsterdam",,,,,asian,,52.3770954,4.8942271,2721522020
De Silveren Spiegel,"Kattengat 4, 1012SZ, Amsterdam",,,,,regional,,52.3777125,4.8939878,2721522026
SUMO,"Nieuwezijds Voorburgwal 4, 1012RZ, Amsterdam",+31 20 261 1861,https://restaurantsumo.com,,,japanese,"Mo-Sa 12:00-22:30, Su 12:00-22:00",52.3773967,4.8950817,2721522032
Day's Foodbar,"Spuistraat 4-1, 1012TS, Amsterdam",,http://daysfoodbar.eu/,,,,,52.3773,4.8940478,2721522037
Lamour Tapas,"Stromarkt 4-H, 1012SW, Amsterdam",,,,,spanish,,52.3783449,4.8940732,2721522052
Madre Maria,"Nieuwendijk 40-H, 1012ML, Amsterdam",+31 20 320 7164,http://madremaria.nl,,,argentinian,Mo-Su 12:00-23:00,52.3780547,4.8955733,2721522058
Made in Sud,"Korte Lijnbaanssteeg 4B, 1012SL, Amsterdam",,,,,,,52.3759379,4.8925048,2721522199
​Tales & Spirits,"Lijnbaanssteeg 5, 1012TE, Amsterdam",,https://www.talesandspirits.com/,,,,,52.3760977,4.8917919,2721522214
Curry Express,"Spuistraat 50-H, 1012TV, Amsterdam",,,,,thai,,52.3762179,4.8923684,2721522232
Ashoka,"Spuistraat 54D, 1012TV, Amsterdam",,https://www.ashokarestaurant.nl/,,,indian,,52.3761624,4.8921696,2721522291
Maenaam Thai,"Spuistraat 90A, 1012TZ, Amsterdam",,https://www.maenaamthai.nl/,,,thai,Mo-Su 17:00-22:00,52.3752589,4.8910963,2721523305
Ristorante Orvieto,"Nieuwendijk 9A, 1012LZ, Amsterdam",,,,,pizza,,52.3787174,4.8949789,2721523437
Mr Meat,"Haarlemmerstraat 118, 1013EX, Amsterdam",,,,,,,52.3809275,4.8904601,2721575503
Las Marias,"Haarlemmerstraat 32-H, 1013ER, Amsterdam",,,,,,,52.3798434,4.8933219,2721577778
Dal Migliore,"Gravenstraat 11, 1012NL, Amsterdam",,,,,,,52.3742135,4.8925618,2721722559
De Pannenkoekerij,"Gravenstraat 5, 1012NL, Amsterdam",,,,,pancake,,52.3742322,4.8927232,2721723083
Tandoori Bites,"Nieuwezijds Kolk 11, 1012PV, Amsterdam",,,,,,,52.376146,4.8947431,2721771226
Kebab Restaurant,"Nieuwezijds Kolk 12-H, 1012PV, Amsterdam",,,,,,,52.3763575,4.8947918,2721771257
Mama Maria,"Nieuwezijds Kolk 14, 1012PV, Amsterdam",,,,,,,52.3763616,4.894726,2721771371
De Vergulde Lantaarn,"Nieuwendijk 145, 1012MD, Amsterdam",,,,,,,52.3757528,4.8952908,2721771384
Formosa Argentina,"Nieuwezijds Kolk 16, 1012PV, Amsterdam",,,,,,,52.3763703,4.8946672,2721771423
Five Bells,"Nieuwezijds Kolk 17, 1012PV, Amsterdam",+31 20 638 6088,https://fivebellsamsterdam.nl/,,,barbecue,Su-Th 11:00-01:00; Fr-Sa 11:00-03:00,52.3761452,4.8945522,2721771441
Pastabar,"Damrak 19, 1012LH, Amsterdam",,,,,,,52.3765427,4.8972206,2721771496
Cuddle,"Nieuwe Nieuwstraat 20H, 1012NH, Amsterdam",+31 20 846 4680,https://www.cuddlepub.com/,,,regional,"Mo-Th 00:00-01:15,12:00-24:00; Fr,Sa 00:00-03:00,12:00-24:00; Su 00:00-01:00,12:00-24:00",52.3753635,4.893945,2721771699
Akhnaton,"Nieuwezijds Kolk 25, 1012PV, Amsterdam",,,,,,,52.3761436,4.8941704,2721771804
Ava Thomas,"Nieuwezijds Kolk 3, 1012PV, Amsterdam",,,,,,,52.3761468,4.894934,2721772005
Marco Polo,"Damrak 31, 1012LJ, Amsterdam",,,,,,,52.3761088,4.8966233,2721772061
Haarlemsch Koffiehuis,"Prins Hendrikkade 36, 1012TM, Amsterdam",,,,,regional,,52.377496,4.8973569,2721772293
The King,"Nieuwezijds Voorburgwal 41, 1012RD, Amsterdam",,,,,,,52.3761061,4.8938037,2721772649
Delta,"Damrak 43, 1012LK, Amsterdam",,,,,,,52.3756749,4.8960113,2721772679
De Markies,"Damrak 47, 1012LL, Amsterdam",,,,,,,52.3754671,4.8957493,2721772804
Istanbul,"Nieuwendijk 51, 1012MB, Amsterdam",,,,,turkish,,52.3776283,4.8962763,2721772967
Angus Steak House,"Nieuwezijds Voorburgwal 61-H, 1012RE, Amsterdam",,,,,,,52.3757031,4.893133,2721773305
Verona,"Nieuwezijds Voorburgwal 63-H, 1012RE, Amsterdam",,,,,italian,,52.3756268,4.8930753,2721773361
San Thomas,"Martelaarsgracht 7-H, 1012TN, Amsterdam",,,,,argentinian,,52.3777974,4.896566,2721773470
Los Toros,"Damrak 9, 1012LG, Amsterdam",,,,,,,52.3768499,4.8976137,2721773564
La Colina,"Nieuwezijds Kolk 9, 1012PV, Amsterdam",,,,,,,52.3761464,4.8948459,2721773577
San Tommaso,"Martelaarsgracht 9-H, 1012TN, Amsterdam",,,,,italian,,52.3777884,4.8965036,2721773595
Amigo,"Prinsengracht 188-H, 1016HC, Amsterdam",,https://www.amigogrill.nl,,,argentinian,,52.3736685,4.8826702,2721823451
Men Impossible,"Hazenstraat 19-H, 1016SM, Amsterdam",+31 6 84544469,https://www.menimpossible.com/,,,ramen,We-Mo 17:00-22:00,52.370691,4.8799586,2721823486
Raïnaraï,"Prinsengracht 252, 1016HG, Amsterdam",,https://www.rainarai.nl/,,,arab;curry,,52.3720139,4.8825126,2721824802
Venus & Adonis,"Prinsengracht 274, 1016HH, Amsterdam",+31 20 421 18 48,https://www.venusenadonis.nl/,info@venusenadonis.nl,,,Mo-Fr 17:30-24:00; Sa-Su 13:00-01:00,52.371061,4.8824357,2721825006
Kathmandu Kitchen,"Balboastraat 24, 1057VW, Amsterdam",+31 20 370 3962,https://www.kathmandukitchen.nl,,,nepalese;indian,Mo-Su 16:00 - 23:00,52.3692319,4.854705,2721825437
Amigo,"Rozengracht 5, 1016LP, Amsterdam",,https://www.amigogrill.nl,,,argentinian,,52.3736855,4.8824499,2721826417
Palladio,"Elandsgracht 64-H, 1016TX, Amsterdam",+31 20 627 7442,https://www.restaurantpalladio.nl/,,,italian,Mo-Sa 15:00-22:00; Su off,52.3699335,4.8811565,2721829907
Nooch,"Reestraat 11-H, 1016DM, Amsterdam",,,,,,,52.3723046,4.8840875,2721938011
Il Panorama,"Herengracht 194-H, 1016BS, Amsterdam",+31 20 627 9577,https://ilpanorama.nl/,,,,09:00-22:00,52.3732906,4.8868157,2721938720
Libertine Comptoir de Cuisine,"Berenstraat 20-H, 1016GH, Amsterdam",,,,,,,52.3704638,4.8835144,2721938790
Steakhouse,"Westermarkt 23, 1016DJ, Amsterdam",,,,,,,52.3738712,4.8838575,2721939469
Sefa,"Westermarkt 25-H, 1016DJ, Amsterdam",,https://www.sefarestaurant.nl,,,kebab,,52.3738794,4.8838132,2721940166
Toos & Roos,"Berenstraat 36, 1016GH, Amsterdam",+31 20 626 2300,https://www.toosenroos.nl/,,,breakfast;lunch,,52.3704586,4.8832856,2721944930
Fou Fow Udon,"Prinsengracht 411-H, 1016HM, Amsterdam",+31 20 3415015,https://foufow.nl/,,,noodle,,52.3711365,4.8831614,2721946100
Casa di David,"Singel 426-H, 1017AV, Amsterdam",,https://www.casadidavid.com/,,,italian,,52.3683332,4.8877667,2722192478
The Happy Pig,"Rosmarijnsteeg 12, 1012RP, Amsterdam",,https://www.thehappypig.nl/,,,pancakes,,52.3703979,4.8892712,2722208526
Miso Sushi,"Spuistraat 267A, 1012VR, Amsterdam",,https://www.misosushi.nl/,,,sushi,,52.3700707,4.8891987,2722210474
Sagardi,"Spuistraat 304, 1012VX, Amsterdam",+31 10 200 4317,https://sagardi.nl/,,,basque,Mo-Su 12:00-22:00,52.3693981,4.8886343,2722211288
Luden,"Spuistraat 306, 1012VX, Amsterdam",,http://ludenamsterdam.nl/,,,regional,,52.3693703,4.8886235,2722211292
Hanoi Old Quarter Restaurant,"Nieuwezijds Voorburgwal 306-O, 1012RV, Amsterdam",,https://www.hanoioq.com/,,,vietnamese,Mo-Su 17:00-22:00,52.3703139,4.8896426,2722211311
Dante,"Spuistraat 320, 1012VX, Amsterdam",,https://www.amsterdamdante.nl/,,,,,52.3691074,4.8885882,2722211694
Trattoria Da Tonino,"Nieuwezijds Voorburgwal 346A, 1012RX, Amsterdam",,https://trattoriadatonino.nl/,,,italian,,52.3690672,4.8891393,2722212002
Miu,"Nieuwezijds Voorburgwal 161, 1012RK, Amsterdam",,,,,asian,,52.3722745,4.8909682,2724000479
FuLu Mandarijn,"Rokin 26, 1012KS, Amsterdam",,https://fulumandarijn.com,,,,"Mo-Th,Su 11:30-22:00; Fr-Sa 11:30-22:30",52.3716882,4.8926194,2724000589
Tomaz,"Begijnensteeg 6, 1012PN, Amsterdam",+31 20 320 6489,https://tomaz.nl/,,,,Mo-Su 12:00-22:00,52.3695142,4.8907201,2724001244
Gartine,"Taksteeg 7, 1012PB, Amsterdam",+31 20 320 4132,https://www.gartine.nl,,,breakfast;lunch,Mo-Su 10:00-18:00,52.369203,4.8915165,2724001420
Eetcafé 't Pakhuis,"Voetboogstraat 10-12, 1012XL, Amsterdam",,https://eetcafehetpakhuis.nl/nl/,,@pakhuisadam,steak_house,Mo-Su 13:00-22:30,52.3682105,4.8906317,2724038527
Parmigiano,"Rokin 132-H, 1012LD, Amsterdam",,,,,italian,,52.3683459,4.89216,2724038574
The Seafood Bar,"Spui 15, 1012WX, Amsterdam",+31 20 233 7452,https://www.theseafoodbar.com/,,,seafood,12:00-23:00,52.3687252,4.890586,2724038590
Cannibale Royale Handboogstraat,"Handboogstraat 17A, 1012XM, Amsterdam",+31 20 233 7160,https://www.cannibaleroyale.nl,bookingcr@cannibaleroyale.nl,@cannibaleroyale,burger;steak_house;sandwich,Su-Th 18:00-01:00; Fr-Sa 18:00-02:00,52.3679936,4.890326,2724038682
The Chicken Bar,"Voetboogstraat 6-H, 1012XL, Amsterdam",,http://chickenbar.amsterdam,,,,,52.3682911,4.8905863,2724039118
Frenzi,"Zwanenburgwal 232, 1011JH, Amsterdam",+31 20 423 5112,https://www.frenzi-restaurant.nl/,info@frenzi.nl,,italian,,52.3681175,4.8984883,2724185590
Mogul,"Rokin 107A, 1012KN, Amsterdam",,,,,,,52.3696788,4.8928323,2724219947
